2.2.0-2.0.21	metadata	2025-07-24T03:04:41Z	
2.2.0-2.0.21-ohos			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/kuikly-open/core-annotations-iosx64/2.2.0-2.0.21-ohos/core-annotations-iosx64-2.2.0-2.0.21-ohos.jar returned status 404
2.2.0-2.0.21-ohos	metadata	2025-07-24T02:50:37Z	
2.3.0-2.0.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/kuikly-open/core-annotations-iosx64/2.3.0-2.0.21/core-annotations-iosx64-2.3.0-2.0.21.jar returned status 404
2.3.0-2.0.21	metadata	2025-08-19T07:14:14Z	
2.4.0-1.7.20			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/kuikly-open/core-annotations-iosx64/2.4.0-1.7.20/core-annotations-iosx64-2.4.0-1.7.20.jar returned status 404
2.4.0-1.7.20	metadata	2025-08-20T11:57:20Z	
2.4.0-1.8.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/kuikly-open/core-annotations-iosx64/2.4.0-1.8.21/core-annotations-iosx64-2.4.0-1.8.21.jar returned status 404
2.4.0-1.8.21	metadata	2025-08-20T11:41:45Z	
2.4.0-1.9.22			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/kuikly-open/core-annotations-iosx64/2.4.0-1.9.22/core-annotations-iosx64-2.4.0-1.9.22.jar returned status 404
2.4.0-1.9.22	metadata	2025-08-19T16:32:11Z	
2.4.0-2.0.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/kuikly-open/core-annotations-iosx64/2.4.0-2.0.21/core-annotations-iosx64-2.4.0-2.0.21.jar returned status 404
2.4.0-2.0.21	metadata	2025-08-19T14:54:45Z	
2.4.0-2.0.21-ohos			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/kuikly-open/core-annotations-iosx64/2.4.0-2.0.21-ohos/core-annotations-iosx64-2.4.0-2.0.21-ohos.jar returned status 404
2.4.0-2.0.21-ohos	metadata	2025-08-20T05:22:51Z	
2.4.2-2.0.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/kuikly-open/core-annotations-iosx64/2.4.2-2.0.21/core-annotations-iosx64-2.4.2-2.0.21.jar returned status 404
2.4.2-2.0.21	metadata	2025-09-15T12:46:40Z	
2.4.2-2.0.21-ohos			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/tencent/kuikly-open/core-annotations-iosx64/2.4.2-2.0.21-ohos/core-annotations-iosx64-2.4.2-2.0.21-ohos.jar returned status 404
2.4.2-2.0.21-ohos	metadata	2025-09-16T08:41:22Z	
