0.1.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/jan-tennert/supacompose/Supacompose-Storage-web/0.1.2/Supacompose-Storage-web-0.1.2.jar returned status 404
0.1.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/jan-tennert/supacompose/Supacompose-Storage-web/0.1.3/Supacompose-Storage-web-0.1.3.jar returned status 404
0.2.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/jan-tennert/supacompose/Supacompose-Storage-web/0.2.0/Supacompose-Storage-web-0.2.0.jar returned status 404
0.2.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/jan-tennert/supacompose/Supacompose-Storage-web/0.2.1/Supacompose-Storage-web-0.2.1.jar returned status 404
0.2.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/jan-tennert/supacompose/Supacompose-Storage-web/0.2.2/Supacompose-Storage-web-0.2.2.jar returned status 404
0.2.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/jan-tennert/supacompose/Supacompose-Storage-web/0.2.3/Supacompose-Storage-web-0.2.3.jar returned status 404
0.2.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/jan-tennert/supacompose/Supacompose-Storage-web/0.2.4/Supacompose-Storage-web-0.2.4.jar returned status 404
0.2.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/jan-tennert/supacompose/Supacompose-Storage-web/0.2.5/Supacompose-Storage-web-0.2.5.jar returned status 404
0.3.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/jan-tennert/supacompose/Supacompose-Storage-web/0.3.0/Supacompose-Storage-web-0.3.0.jar returned status 404
0.4.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/jan-tennert/supacompose/Supacompose-Storage-web/0.4.0/Supacompose-Storage-web-0.4.0.jar returned status 404
0.4.0-beta			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/jan-tennert/supacompose/Supacompose-Storage-web/0.4.0-beta/Supacompose-Storage-web-0.4.0-beta.jar returned status 404
0.4.0-beta-2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/jan-tennert/supacompose/Supacompose-Storage-web/0.4.0-beta-2/Supacompose-Storage-web-0.4.0-beta-2.jar returned status 404
