14.4.0-javax	named	io.ebean	ebean-test
14.4.0	named	io.ebean	ebean-test
14.3.1-javax	named	io.ebean	ebean-test
14.3.1	named	io.ebean	ebean-test
14.3.0-javax	named	io.ebean	ebean-test
14.3.0	named	io.ebean	ebean-test
14.1.0-javax	named	io.ebean	ebean-test
14.1.0	named	io.ebean	ebean-test
14.0.2.1-javax	named	io.ebean	ebean-test
14.0.2.1	named	io.ebean	ebean-test
14.0.2-javax	named	io.ebean	ebean-test
14.0.2	named	io.ebean	ebean-test
14.0.1-javax	named	io.ebean	ebean-test
14.0.1	named	io.ebean	ebean-test
14.0.0-javax	named	io.ebean	ebean-test
14.0.0	named	io.ebean	ebean-test
13.26.1-jakarta	named	io.ebean	ebean-test
13.26.1-jakarta-rc1	named	io.ebean	ebean-test
13.26.1	named	io.ebean	ebean-test
13.26.0-jakarta	named	io.ebean	ebean-test
13.26.0	named	io.ebean	ebean-test
13.25.2-jakarta	named	io.ebean	ebean-test
13.25.2	named	io.ebean	ebean-test
13.25.1-jakarta	named	io.ebean	ebean-test
13.25.1	named	io.ebean	ebean-test
13.25.0-jakarta	named	io.ebean	ebean-test
13.25.0	named	io.ebean	ebean-test
13.24.0-jakarta	named	io.ebean	ebean-test
13.24.0	named	io.ebean	ebean-test
13.23.2-jakarta	named	io.ebean	ebean-test
13.23.2	named	io.ebean	ebean-test
13.23.1-jakarta	named	io.ebean	ebean-test
13.23.1	named	io.ebean	ebean-test
13.23.0-jakarta	named	io.ebean	ebean-test
13.23.0	named	io.ebean	ebean-test
13.22.1-jakarta	named	io.ebean	ebean-test
13.22.1	named	io.ebean	ebean-test
13.22.0-jakarta	named	io.ebean	ebean-test
13.22.0	named	io.ebean	ebean-test
13.21.0-jakarta	named	io.ebean	ebean-test
13.21.0	named	io.ebean	ebean-test
13.20.1-jakarta	named	io.ebean	ebean-test
13.20.1	named	io.ebean	ebean-test
13.20.0-jakarta	named	io.ebean	ebean-test
13.20.0	named	io.ebean	ebean-test
13.19.0-jakarta	named	io.ebean	ebean-test
13.19.0	named	io.ebean	ebean-test
13.18.0-jakarta	named	io.ebean	ebean-test
13.18.0	named	io.ebean	ebean-test
13.17.4-jakarta	named	io.ebean	ebean-test
13.17.4	named	io.ebean	ebean-test
13.17.3-jakarta	named	io.ebean	ebean-test
13.17.3	named	io.ebean	ebean-test
13.17.2-jakarta	named	io.ebean	ebean-test
13.17.2	named	io.ebean	ebean-test
13.17.1.1	named	io.ebean	ebean-test
13.17.1-jakarta	named	io.ebean	ebean-test
13.17.1	named	io.ebean	ebean-test
13.17.0-jakarta	named	io.ebean	ebean-test
13.17.0	named	io.ebean	ebean-test
13.16.0-jakarta	named	io.ebean	ebean-test
13.16.0	named	io.ebean	ebean-test
13.15.2-jakarta	named	io.ebean	ebean-test
13.15.2	named	io.ebean	ebean-test
13.15.1-jakarta	named	io.ebean	ebean-test
13.15.1	named	io.ebean	ebean-test
13.15.0-jakarta	named	io.ebean	ebean-test
13.15.0	named	io.ebean	ebean-test
13.14.1-jakarta	named	io.ebean	ebean-test
13.14.1	named	io.ebean	ebean-test
13.14.0-jakarta	named	io.ebean	ebean-test
13.14.0	named	io.ebean	ebean-test
13.13.2	named	io.ebean	ebean-test
13.13.1-jakarta-beta	named	io.ebean	ebean-test
13.13.1	named	io.ebean	ebean-test
13.13.1-beta-jakarta	named	io.ebean	ebean-test
13.13.0	named	io.ebean	ebean-test
13.12.0	named	io.ebean	ebean-test
13.11.4	named	io.ebean	ebean-test
13.11.3	named	io.ebean	ebean-test
13.11.2	named	io.ebean	ebean-test
13.11.2-beta-jakarta	named	io.ebean	ebean-test
13.11.1	named	io.ebean	ebean-test
13.11.0	named	io.ebean	ebean-test
13.10.2	named	io.ebean	ebean-test
13.10.1	named	io.ebean	ebean-test
13.10.0	named	io.ebean	ebean-test
13.9.3	named	io.ebean	ebean-test
13.9.2	named	io.ebean	ebean-test
13.9.1	named	io.ebean	ebean-test
13.9.0	named	io.ebean	ebean-test
13.8.1	named	io.ebean	ebean-test
13.8.0	named	io.ebean	ebean-test
13.7.0	named	io.ebean	ebean-test
13.6.6	named	io.ebean	ebean-test
13.6.5	named	io.ebean	ebean-test
13.6.4	named	io.ebean	ebean-test
13.6.3	named	io.ebean	ebean-test
13.6.2	named	io.ebean	ebean-test
13.6.1	named	io.ebean	ebean-test
13.6.0	named	io.ebean	ebean-test
13.5.0	named	io.ebean	ebean-test
13.4.1	named	io.ebean	ebean-test
13.4.0	named	io.ebean	ebean-test
13.3.1	named	io.ebean	ebean-test
13.3.0	named	io.ebean	ebean-test
13.2.0	named	io.ebean	ebean-test
13.1.0	named	io.ebean	ebean-test
13.0.0	named	io.ebean	ebean-test
12.16.3	named	io.ebean	ebean-test
12.16.2	named	io.ebean	ebean-test
12.16.1	named	io.ebean	ebean-test
12.16.0	named	io.ebean	ebean-test
12.15.1	named	io.ebean	ebean-test
12.15.0	named	io.ebean	ebean-test
12.14.1	named	io.ebean	ebean-test
12.14.0	named	io.ebean	ebean-test
12.13.2	named	io.ebean	ebean-test
12.13.1	named	io.ebean	ebean-test
12.13.0	named	io.ebean	ebean-test
12.12.3	named	io.ebean	ebean-test
12.12.2	named	io.ebean	ebean-test
12.12.1	named	io.ebean	ebean-test
12.12.0	named	io.ebean	ebean-test
12.11.5	automatic	io.ebean	ebean-test
12.11.4	automatic	io.ebean	ebean-test
12.11.3	automatic	io.ebean	ebean-test
12.11.2	automatic	io.ebean	ebean-test
12.11.1	automatic	io.ebean	ebean-test
12.11.0	automatic	io.ebean	ebean-test
12.10.0	automatic	io.ebean	ebean-test
12.9.3	automatic	io.ebean	ebean-test
12.9.2	automatic	io.ebean	ebean-test
12.9.1	automatic	io.ebean	ebean-test
12.9.0	automatic	io.ebean	ebean-test
12.8.3	automatic	io.ebean	ebean-test
12.8.2	automatic	io.ebean	ebean-test
12.8.1	automatic	io.ebean	ebean-test
12.8.0	automatic	io.ebean	ebean-test
12.7.2	automatic	io.ebean	ebean-test
12.7.1	automatic	io.ebean	ebean-test
12.6.7	automatic	io.ebean	ebean-test
12.6.6	automatic	io.ebean	ebean-test
12.6.5	automatic	io.ebean	ebean-test
12.6.4	automatic	io.ebean	ebean-test
12.6.3	automatic	io.ebean	ebean-test
12.6.2	automatic	io.ebean	ebean-test
12.6.1	automatic	io.ebean	ebean-test
12.6.0	automatic	io.ebean	ebean-test
12.5.2	automatic	io.ebean	ebean-test
12.5.1	automatic	io.ebean	ebean-test
12.5.0	automatic	org.avaje	ebean-test
